0.1	195.45909338767277	196.79191640709473	197.12139516374285	197.5666128551023	197.5804029111711	198.08183446294333	198.49787947169833
0.15000000000000002	84.3878137665058	85.74428883711322	86.09470558110658	86.55137610007442	86.63092196391912	87.04017495769935	87.2788891610235
0.2	45.556995428846854	46.952056831963	47.337680726801665	47.81420104132074	47.99751355099544	48.26877545527276	48.35027374918988
0.25	27.635429683222732	29.08836542548879	29.527366777426455	30.034511518305965	30.381329085147133	30.494828713429925	30.636208880984093
0.30000000000000004	17.95893456317804	19.49321381258735	20.006436229742878	20.556172743962478	21.14914023462422	21.105522336242352	21.586629432323587
0.35	12.190054868739939	13.832381178430326	14.441109864753493	15.044480398149538	15.975379087946607	15.770489411522098	16.771097964915775
0.4	8.518563891757841	10.297244183070053	11.020359718822704	11.684821211570426	13.030336454455622	12.637684281367395	14.185853066279408
0.45000000000000007	6.080907906776289	8.023715823847397	8.874744287138233	9.601596324326083	11.399613839633293	10.775232051869818	12.788645374952381
0.5	4.42311893381655	6.554891434429361	7.539471973704542	8.322055212850948	10.558518705354684	9.661173516276422	12.008566835981657
0.55	3.2880879678480097	5.628319487407907	6.742515840080452	7.565687699786023	10.175840819185352	8.987029664146618	11.530761985877252
0.6	2.521171288530776	5.0818599789086845	6.311572781031347	7.152627861430006	10.03395578595088	8.567587194331782	11.184279552518628
0.65	2.0244550181374272	4.808415194685281	6.129950663913292	6.960780388053587	9.991572425073223	8.292162841870518	10.879831181805269
0.7000000000000001	1.7329903756435838	4.7327830531703805	6.114445419984413	6.9044544525893405	9.962022955785779	8.095526275234764	10.574349669620286
0.75	1.6017295554256243	4.7992894450609285	6.203724324765581	6.922913934109038	9.897628928371129	7.939895252236519	10.250455454429613
0.8	1.5980116630283785	4.964974902508453	6.351917307664971	6.97360705344495	9.777349237180594	7.803780876560688	9.904459485647498
0.85	1.6970849028859067	5.195756186767774	6.524831275312778	7.027663624623415	9.597083663677534	7.6752002980385345	9.539395857120244
0.9	1.879367271569853	5.464214371665749	6.697488540715234	7.06657022272359	9.362441862515597	7.547656693593476	9.161079197295432
0.9500000000000001	2.1287419965632917	5.748273273972736	6.852337230705125	7.079553068828837	9.08370897499784	7.417823205871336	8.775987208957345
1.	2.4314888113712	6.030355641823946	6.9778175919564145	7.061472772935412	8.772610526516294	7.284231358053354	8.390220915679981
1.05	2.775615604965151	6.296784719652971	7.067142359098044	7.011141887456924	8.440429088009596	7.146522168155598	8.009069256939561
1.1	3.150446180753949	6.537303235898194	7.117235607085109	6.930008393016637	8.097054561198677	7.004998286821059	7.636884895411223
1.1500000000000001	3.54637270607396	6.7446436568096395	7.127812635385949	6.821153126839631	7.750626066397929	6.860334479480022	7.277100931294487
1.2000000000000002	3.9547132185060807	6.914119983999089	7.100596270561732	6.688548455647509	7.407514007863729	6.713375976326001	6.9322995796408104
1.2500000000000002	4.36763440599806	7.043232085649923	7.038665864236481	6.536527000720309	7.072474312964799	6.56499343211994	6.604293558307501
1.3000000000000003	4.778112752464221	7.131284335366954	6.945931757016648	6.3694141447792125	6.748872636856286	6.415981585940068	6.29420766631866
